8.168332,0.009320,18417.000000,87502.949671,9.220143,60.000000,55.000000,43.000000,36.000000,22.000000,13.000000,8.000000
8.168332,0.009320,18417.000000,87502.949671,5.255143,49.000000,44.000000,33.000000,29.000000,19.000000,10.000000,0.000000
8.168332,0.009320,18417.000000,87502.949671,3.769000,37.000000,33.000000,24.000000,21.000000,11.000000,8.000000,0.000000
8.168332,0.009320,18417.000000,87502.949671,2.681286,29.000000,25.000000,17.000000,15.000000,7.000000,0.000000,0.000000
8.168332,0.009320,18417.000000,87502.949671,1.868000,20.000000,16.000000,12.000000,11.000000,0.000000,0.000000,0.000000
8.168332,0.009320,18417.000000,87502.949671,1.116143,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.168332,0.009320,18417.000000,87502.183428,9.220143,50.000000,45.000000,35.000000,28.000000,17.000000,10.000000,0.000000
8.168332,0.009320,18417.000000,87502.183428,5.255143,43.000000,38.000000,29.000000,25.000000,16.000000,9.000000,0.000000
8.168332,0.009320,18417.000000,87502.183428,3.769000,34.000000,30.000000,23.000000,20.000000,11.000000,8.000000,0.000000
8.168332,0.009320,18417.000000,87502.183428,2.681286,26.000000,22.000000,16.000000,14.000000,7.000000,0.000000,0.000000
8.168332,0.009320,18417.000000,87502.183428,1.868000,19.000000,15.000000,12.000000,11.000000,0.000000,0.000000,0.000000
8.168332,0.009320,18417.000000,87502.183428,1.116143,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.168332,0.009320,18417.000000,87501.651369,9.220143,34.000000,31.000000,25.000000,20.000000,13.000000,9.000000,0.000000
8.168332,0.009320,18417.000000,87501.651369,5.255143,29.000000,26.000000,21.000000,18.000000,12.000000,8.000000,0.000000
8.168332,0.009320,18417.000000,87501.651369,3.769000,23.000000,20.000000,16.000000,14.000000,8.000000,7.000000,0.000000
8.168332,0.009320,18417.000000,87501.651369,2.681286,18.000000,15.000000,11.000000,9.000000,0.000000,0.000000,0.000000
8.168332,0.009320,18417.000000,87501.651369,1.868000,15.000000,12.000000,9.000000,8.000000,0.000000,0.000000,0.000000
8.168332,0.009320,18417.000000,87501.651369,1.116143,9.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.168332,0.009320,18417.000000,87501.169941,9.220143,18.000000,16.000000,13.000000,9.000000,0.000000,0.000000,0.000000
